Date,selling price
2022-01-03,0.0
2022-01-03,0.0
2022-01-03,0.0
2022-01-06,3.0
2022-01-08,-3.0
2022-01-08,3.0
2022-01-09,-3.0
2022-01-09,0.0
2022-01-09,3.0
2022-01-09,-3.0
2022-01-10,0.0
2022-01-10,3.0
2022-01-10,-3.0
2022-01-10,0.0
2022-01-10,0.0
2022-01-11,3.0
2022-01-11,-3.0
2022-01-11,3.0
2022-01-12,-3.0
2022-01-12,0.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-18,-5.0
2022-01-18,5.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-20,0.0
2022-01-20,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-22,-5.0
2022-01-22,5.0
2022-01-23,3.0
2022-01-24,-3.0
2022-01-24,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-27,-5.0
2022-01-29,0.0
2022-01-29,8.0
2022-01-29,-3.0
2022-01-31,3.0
2022-01-31,-3.0
2022-02-01,-5.0
2022-02-01,5.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-03,0.0
2022-02-03,20.0
2022-02-05,-20.0
2022-02-05,0.0
2022-02-05,3.0
2022-02-05,-3.0
2022-02-05,0.0
2022-02-06,3.0
2022-02-06,-3.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-09,20.0
2022-02-10,-20.0
2022-02-10,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-11,0.0
2022-02-11,0.0
2022-02-12,-5.0
2022-02-13,5.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-14,-5.0
2022-02-14,5.0
2022-02-14,0.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-18,-5.0
2022-02-19,5.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,3.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,-3.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-22,-5.0
2022-02-22,5.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-23,-10.0
2022-02-24,10.0
2022-02-24,0.0
