Date,cost price
2022-01-01,0.0
2022-01-02,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-03,0.0
2022-01-06,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-09,0.0
2022-01-09,0.0
2022-01-09,0.0
2022-01-09,0.0
2022-01-10,1.0
2022-01-10,0.0
2022-01-10,0.0
2022-01-10,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-11,-1.0
2022-01-11,0.0
2022-01-12,1.0
2022-01-14,-1.0
2022-01-14,1.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,-1.0
2022-01-18,0.0
2022-01-18,0.0
2022-01-19,1.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-20,0.0
2022-01-20,0.0
2022-01-20,-1.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-24,0.0
2022-01-24,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-26,10.0
2022-01-26,-10.0
2022-01-26,0.0
2022-01-27,10.0
2022-01-27,-5.0
2022-01-28,5.0
2022-01-29,0.0
2022-01-29,0.0
2022-01-29,0.0
2022-01-31,-10.0
2022-01-31,10.0
2022-02-01,0.0
2022-02-01,0.0
2022-02-03,0.0
2022-02-03,0.0
2022-02-05,0.0
2022-02-05,0.0
2022-02-05,0.0
2022-02-05,0.0
2022-02-06,-10.0
2022-02-06,10.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-10,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-11,0.0
2022-02-11,-10.0
2022-02-12,0.0
2022-02-13,10.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-17,-10.0
2022-02-17,10.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-18,0.0
2022-02-18,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-25,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-27,0.0
2022-02-27,0.0
2022-02-27,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-02-28,0.0
2022-02-28,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-01,0.0
2022-03-01,0.0
2022-03-01,3.0
2022-03-03,-3.0
2022-03-03,-5.0
2022-03-04,0.0
2022-03-04,0.0
2022-03-04,5.0
2022-03-05,-5.0
2022-03-05,0.0
2022-03-05,5.0
2022-03-05,-5.0
2022-03-05,0.0
2022-03-05,-5.0
2022-03-06,5.0
2022-03-07,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-10,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-11,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-12,10.0
2022-03-12,0.0
2022-03-12,-10.0
2022-03-12,0.0
2022-03-12,10.0
2022-03-13,-10.0
2022-03-13,10.0
2022-03-13,0.0
2022-03-13,-10.0
2022-03-13,0.0
2022-03-13,0.0
2022-03-14,10.0
2022-03-14,0.0
2022-03-16,-10.0
2022-03-16,0.0
2022-03-16,10.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-17,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-18,0.0
2022-03-18,0.0
2022-03-18,-10.0
2022-03-18,10.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-20,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-21,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-23,0.0
2022-03-23,0.0
2022-03-25,0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-27,0.0
2022-03-27,0.0
2022-03-27,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-28,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-29,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-30,0.0
2022-03-30,20.0
2022-03-30,0.0
2022-03-30,0.0
2022-03-30,-20.0
2022-03-31,0.0
2022-03-31,20.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-04,20.0
2022-04-04,-40.0
2022-04-05,20.0
2022-04-05,0.0
2022-04-05,0.0
2022-04-05,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-07,0.0
2022-04-07,0.0
2022-04-07,0.0
2022-04-07,0.0
2022-04-07,0.0
2022-04-08,-20.0
2022-04-08,20.0
2022-04-09,-20.0
2022-04-09,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-10,20.0
2022-04-10,0.0
2022-04-10,-20.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,30.0
2022-04-26,15.0
2022-04-26,-25.0
2022-04-27,25.0
2022-04-27,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-04-30,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-04,0.0
2022-05-05,-25.0
2022-05-05,25.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-08,0.0
2022-05-08,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-15,0.0
2022-05-17,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-20,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-25,0.0
2022-05-25,0.0
2022-05-27,25.0
2022-05-28,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-01,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-13,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-27,0.0
2022-06-29,0.0
2022-07-01,0.0
2022-07-01,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-02,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-03,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-07,0.0
2022-07-07,0.0
2022-07-07,0.0
2022-07-09,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-11,0.0
2022-07-11,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-12,0.0
2022-07-12,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-13,0.0
2022-08-03,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-07,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-25,0.0
2022-08-27,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-01,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-02,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-03,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-07,0.0
2022-09-07,0.0
2022-09-07,0.0
2022-09-09,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-11,0.0
2022-09-11,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-12,0.0
2022-09-12,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-13,0.0
2022-09-18,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-21,0.0
2022-09-21,0.0
2022-09-23,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-29,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-04,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-07,0.0
2022-10-07,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-12,0.0
2022-10-12,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-15,0.0
2022-10-15,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-25,0.0
2022-10-25,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-10-31,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-01,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-11,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-15,0.0
2022-11-17,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-26,0.0
2022-11-26,0.0
2022-11-30,0.0
2022-12-02,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-06,0.0
2022-12-08,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-14,0.0
2022-12-14,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-17,0.0
2022-12-17,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-20,0.0
2022-12-28,-5.0
2022-12-28,5.0
2022-12-29,-5.0
2023-01-01,5.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-04,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-08,0.0
2023-01-08,0.0
2023-01-10,0.0
2023-01-10,0.0
2023-01-11,-5.0
2023-01-12,0.0
2023-01-12,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-20,5.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-24,-5.0
2023-01-25,5.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-31,-70.0
2023-01-31,-5.0
2023-01-31,5.0
2023-02-01,70.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-03,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-14,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-20,-20.0
2023-02-21,20.0
2023-02-23,-10.0
2023-02-23,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-25,0.0
2023-02-28,0.0
2023-03-01,-40.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-03,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-11,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-14,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-18,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-24,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-29,0.0
2023-03-29,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-01,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-11,0.0
2023-04-16,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-24,0.0
2023-04-26,0.0
2023-05-02,0.0
2023-05-07,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-17,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,0.0
2023-05-25,0.0
2023-05-27,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-30,-10.0
2023-06-03,10.0
2023-06-04,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,-10.0
2023-06-24,10.0
2023-06-24,0.0
2023-06-25,-10.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-26,0.0
2023-06-27,10.0
2023-06-27,-10.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-03,60.0
2023-07-03,-60.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-05,0.0
2023-07-10,0.0
2023-07-10,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-13,-10.0
2023-07-14,10.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-20,-10.0
2023-07-26,10.0
2023-07-27,0.0
2023-07-27,0.0
2023-07-28,-10.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-03,0.0
2023-08-05,0.0
2023-08-05,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-09,0.0
2023-08-09,0.0
2023-08-09,0.0
2023-08-12,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,10.0
2023-08-19,-10.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-20,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-25,0.0
2023-08-29,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-09-01,0.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-06,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-07,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-11,0.0
2023-09-11,0.0
2023-09-11,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-12,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-14,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-15,0.0
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-24,0.0
2023-09-25,0.0
2023-09-25,0.0
2023-09-25,0.0
2023-09-26,-5.0
2023-09-27,5.0
2023-09-28,-5.0
2023-09-28,5.0
2023-09-28,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,0.0
2023-10-03,-5.0
2023-10-04,0.0
2023-10-04,0.0
2023-10-04,5.0
2023-10-04,0.0
2023-10-04,-5.0
2023-10-05,0.0
2023-10-05,5.0
2023-10-06,-5.0
2023-10-06,0.0
2023-10-09,5.0
2023-10-09,-5.0
2023-10-09,5.0
2023-10-10,-5.0
