Date,selling price
2022-01-01,5.0
2022-01-02,-5.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-03,0.0
2022-01-06,3.0
2022-01-06,-3.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-08,15.0
2022-01-09,-15.0
2022-01-09,0.0
2022-01-09,5.0
2022-01-09,-5.0
2022-01-09,5.0
2022-01-10,-5.0
2022-01-10,5.0
2022-01-10,-2.0
2022-01-10,2.0
2022-01-10,-2.0
2022-01-11,2.0
2022-01-11,-5.0
2022-01-11,20.0
2022-01-12,-20.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-14,0.0
2022-01-14,3.0
2022-01-14,0.0
2022-01-15,-3.0
2022-01-15,0.0
2022-01-15,3.0
2022-01-15,0.0
2022-01-15,2.0
2022-01-18,-5.0
2022-01-18,5.0
2022-01-19,-5.0
2022-01-19,0.0
2022-01-20,3.0
2022-01-20,-3.0
2022-01-20,0.0
2022-01-20,5.0
2022-01-20,0.0
2022-01-21,-2.0
2022-01-21,-3.0
2022-01-21,0.0
2022-01-21,5.0
2022-01-22,-5.0
2022-01-22,3.0
2022-01-22,2.0
2022-01-22,0.0
2022-01-22,-5.0
2022-01-23,5.0
2022-01-24,0.0
2022-01-24,-5.0
2022-01-24,5.0
2022-01-24,0.0
2022-01-25,-5.0
2022-01-25,5.0
2022-01-26,-5.0
2022-01-26,15.0
2022-01-26,-15.0
2022-01-26,0.0
2022-01-27,15.0
2022-01-27,-10.0
2022-01-28,0.0
2022-01-29,10.0
2022-01-29,-5.0
2022-01-29,-10.0
2022-01-31,0.0
2022-01-31,10.0
2022-02-01,-5.0
2022-02-01,5.0
2022-02-03,-5.0
2022-02-03,-2.0
2022-02-05,2.0
2022-02-05,0.0
2022-02-05,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-06,5.0
2022-02-07,-5.0
2022-02-08,5.0
2022-02-08,-5.0
2022-02-08,5.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,-5.0
2022-02-08,0.0
2022-02-09,5.0
2022-02-09,-5.0
2022-02-10,0.0
2022-02-10,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-11,5.0
2022-02-11,-5.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-13,0.0
2022-02-14,15.0
2022-02-14,-15.0
2022-02-14,0.0
2022-02-14,5.0
2022-02-14,-5.0
2022-02-14,5.0
2022-02-14,0.0
2022-02-16,0.0
2022-02-17,-5.0
2022-02-17,0.0
2022-02-17,-5.0
2022-02-17,10.0
2022-02-17,-5.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-18,5.0
2022-02-18,0.0
2022-02-18,-5.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-20,0.0
2022-02-21,5.0
2022-02-21,13.0
2022-02-21,-13.0
2022-02-21,-5.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-22,15.0
2022-02-22,-10.0
2022-02-22,-5.0
2022-02-22,5.0
2022-02-23,-5.0
2022-02-24,15.0
2022-02-24,-15.0
2022-02-24,5.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,-5.0
2022-02-24,15.0
2022-02-25,-15.0
2022-02-25,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-27,0.0
2022-02-27,5.0
2022-02-27,-5.0
2022-02-27,5.0
2022-02-28,-5.0
2022-02-28,10.0
2022-02-28,-10.0
2022-02-28,0.0
2022-03-01,-2.0
2022-03-01,2.0
2022-03-01,-2.0
2022-03-01,17.0
2022-03-03,-10.0
2022-03-03,0.0
2022-03-04,5.0
2022-03-04,-10.0
2022-03-04,5.0
2022-03-05,-5.0
2022-03-05,5.0
2022-03-05,0.0
2022-03-05,-5.0
2022-03-05,5.0
2022-03-05,-10.0
2022-03-06,15.0
2022-03-07,-10.0
2022-03-07,10.0
2022-03-08,-5.0
2022-03-08,5.0
2022-03-09,-10.0
2022-03-09,10.0
2022-03-09,-10.0
2022-03-09,5.0
2022-03-09,0.0
2022-03-09,-5.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-10,-2.0
2022-03-10,2.0
2022-03-11,0.0
2022-03-11,10.0
2022-03-11,-10.0
2022-03-12,0.0
2022-03-12,18.0
2022-03-12,0.0
2022-03-12,0.0
2022-03-12,-13.0
2022-03-12,13.0
2022-03-13,-18.0
2022-03-13,20.0
2022-03-13,-2.0
2022-03-13,-8.0
2022-03-13,0.0
2022-03-13,-10.0
2022-03-14,20.0
2022-03-14,-2.0
2022-03-16,0.0
2022-03-16,-20.0
2022-03-16,22.0
2022-03-16,0.0
2022-03-17,10.0
2022-03-17,0.0
2022-03-17,0.0
2022-03-18,-15.0
2022-03-18,5.0
2022-03-18,10.0
2022-03-18,-15.0
2022-03-18,15.0
2022-03-18,-10.0
2022-03-19,10.0
2022-03-19,5.0
2022-03-19,-5.0
2022-03-19,-20.0
2022-03-19,20.0
2022-03-19,10.0
2022-03-20,0.0
2022-03-20,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-21,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-22,-10.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,10.0
2022-03-22,5.0
2022-03-22,0.0
2022-03-22,-5.0
2022-03-23,0.0
2022-03-23,0.0
2022-03-23,5.0
2022-03-25,-5.0
2022-03-25,5.0
2022-03-26,5.0
2022-03-26,-10.0
2022-03-27,5.0
2022-03-27,-5.0
2022-03-27,0.0
2022-03-27,5.0
2022-03-27,-5.0
2022-03-28,0.0
2022-03-28,0.0
2022-03-28,0.0
2022-03-29,-20.0
2022-03-29,20.0
2022-03-29,5.0
2022-03-30,-5.0
2022-03-30,0.0
2022-03-30,5.0
2022-03-30,-5.0
2022-03-30,0.0
2022-03-30,70.0
2022-03-31,-65.0
2022-03-31,0.0
2022-03-31,-5.0
2022-04-01,5.0
2022-04-01,10.0
2022-04-01,-15.0
2022-04-01,5.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,-5.0
2022-04-02,0.0
2022-04-02,0.0
2022-04-02,5.0
2022-04-04,0.0
2022-04-04,-5.0
2022-04-05,10.0
2022-04-05,-10.0
2022-04-05,30.0
2022-04-05,-25.0
2022-04-05,-5.0
2022-04-06,5.0
2022-04-06,5.0
2022-04-07,-5.0
2022-04-07,-15.0
2022-04-07,10.0
2022-04-07,0.0
2022-04-07,10.0
2022-04-07,20.0
2022-04-08,-30.0
2022-04-08,0.0
2022-04-09,10.0
2022-04-09,-10.0
2022-04-09,10.0
2022-04-10,20.0
2022-04-10,0.0
2022-04-10,0.0
2022-04-10,225.0
2022-04-10,-225.0
2022-04-11,-30.0
2022-04-12,5.0
2022-04-26,40.0
2022-04-26,-45.0
2022-04-27,55.0
2022-04-27,-25.0
2022-04-29,25.0
2022-04-30,-35.0
2022-04-30,35.0
2022-04-30,-15.0
2022-05-01,-10.0
2022-05-02,25.0
2022-05-03,-25.0
2022-05-04,25.0
2022-05-04,-25.0
2022-05-05,-30.0
2022-05-05,40.0
2022-05-07,-10.0
2022-05-08,0.0
2022-05-08,0.0
2022-05-08,50.0
2022-05-12,-25.0
2022-05-13,-15.0
2022-05-15,-10.0
2022-05-17,0.0
2022-05-17,15.0
2022-05-18,-15.0
2022-05-19,10.0
2022-05-19,-10.0
2022-05-20,30.0
2022-05-20,-20.0
2022-05-22,-10.0
2022-05-23,30.0
2022-05-24,-5.0
2022-05-25,-5.0
2022-05-25,5.0
2022-05-25,-5.0
2022-05-27,30.0
2022-05-28,-25.0
2022-05-30,-15.0
2022-05-31,40.0
2022-05-31,0.0
2022-06-01,-25.0
2022-06-01,25.0
2022-06-03,15.0
2022-06-04,-15.0
2022-06-05,10.0
2022-06-07,-10.0
2022-06-08,0.0
2022-06-08,0.0
2022-06-09,-25.0
2022-06-10,25.0
2022-06-11,0.0
2022-06-13,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-26,-40.0
2022-06-27,30.0
2022-06-27,-30.0
2022-06-29,40.0
2022-07-01,-15.0
2022-07-01,0.0
2022-07-01,15.0
2022-07-02,-15.0
2022-07-02,0.0
2022-07-02,0.0
2022-07-03,35.0
2022-07-03,-40.0
2022-07-03,40.0
2022-07-04,-35.0
2022-07-04,10.0
2022-07-05,-10.0
2022-07-05,10.0
2022-07-06,5.0
2022-07-06,20.0
2022-07-07,-35.0
2022-07-07,10.0
2022-07-07,-10.0
2022-07-07,0.0
2022-07-09,0.0
2022-07-09,0.0
2022-07-10,10.0
2022-07-11,0.0
2022-07-11,5.0
2022-07-11,-15.0
2022-07-11,15.0
2022-07-12,-25.0
2022-07-12,0.0
2022-07-12,10.0
2022-07-12,-10.0
2022-07-13,0.0
2022-07-13,10.0
2022-08-03,5.0
2022-08-03,-10.0
2022-08-04,10.0
2022-08-05,10.0
2022-08-07,-10.0
2022-08-07,-5.0
2022-08-08,5.0
2022-08-15,10.0
2022-08-16,-5.0
2022-08-16,-10.0
2022-08-17,10.0
2022-08-17,-10.0
2022-08-18,35.0
2022-08-19,-35.0
2022-08-19,-10.0
2022-08-20,20.0
2022-08-20,-10.0
2022-08-21,10.0
2022-08-22,-5.0
2022-08-24,-5.0
2022-08-25,10.0
2022-08-25,0.0
2022-08-27,-5.0
2022-08-27,5.0
2022-08-28,0.0
2022-08-28,0.0
2022-08-29,-15.0
2022-08-29,5.0
2022-08-30,0.0
2022-08-30,0.0
2022-08-31,10.0
2022-09-01,0.0
2022-09-01,-10.0
2022-09-01,15.0
2022-09-02,-15.0
2022-09-02,10.0
2022-09-02,-10.0
2022-09-03,-5.0
2022-09-03,40.0
2022-09-03,0.0
2022-09-04,-30.0
2022-09-04,-5.0
2022-09-05,10.0
2022-09-05,-10.0
2022-09-06,15.0
2022-09-06,20.0
2022-09-07,-35.0
2022-09-07,0.0
2022-09-07,0.0
2022-09-07,10.0
2022-09-09,-10.0
2022-09-09,0.0
2022-09-10,10.0
2022-09-11,0.0
2022-09-11,5.0
2022-09-11,-15.0
2022-09-11,15.0
2022-09-12,-25.0
2022-09-12,20.0
2022-09-12,-10.0
2022-09-12,-10.0
2022-09-13,10.0
2022-09-13,0.0
2022-09-18,0.0
2022-09-18,15.0
2022-09-19,-15.0
2022-09-21,0.0
2022-09-21,10.0
2022-09-23,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-28,-10.0
2022-09-29,15.0
2022-09-29,-5.0
2022-10-01,-5.0
2022-10-02,-5.0
2022-10-04,-5.0
2022-10-04,10.0
2022-10-05,5.0
2022-10-05,0.0
2022-10-06,-10.0
2022-10-06,10.0
2022-10-07,-10.0
2022-10-07,65.0
2022-10-07,0.0
2022-10-07,-65.0
2022-10-08,0.0
2022-10-08,10.0
2022-10-09,0.0
2022-10-10,55.0
2022-10-11,-55.0
2022-10-12,5.0
2022-10-12,-15.0
2022-10-12,10.0
2022-10-12,5.0
2022-10-13,-5.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-15,0.0
2022-10-15,0.0
2022-10-17,0.0
2022-10-18,5.0
2022-10-19,-5.0
2022-10-24,-5.0
2022-10-25,0.0
2022-10-25,-5.0
2022-10-25,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-28,5.0
2022-10-29,-5.0
2022-10-29,0.0
2022-10-30,15.0
2022-10-31,-10.0
2022-10-31,5.0
2022-10-31,0.0
2022-11-01,-5.0
2022-11-01,-5.0
2022-11-07,0.0
2022-11-08,10.0
2022-11-09,-10.0
2022-11-10,5.0
2022-11-11,-5.0
2022-11-11,0.0
2022-11-11,0.0
2022-11-12,2065.0
2022-11-13,-2060.0
2022-11-15,0.0
2022-11-17,5.0
2022-11-17,0.0
2022-11-18,-10.0
2022-11-26,45.0
2022-11-26,-40.0
2022-11-30,10.0
2022-12-02,50.0
2022-12-02,-60.0
2022-12-03,-5.0
2022-12-06,10.0
2022-12-08,-10.0
2022-12-11,10.0
2022-12-12,0.0
2022-12-13,-5.0
2022-12-13,5.0
2022-12-14,-10.0
2022-12-14,10.0
2022-12-14,-5.0
2022-12-16,-5.0
2022-12-17,65.0
2022-12-17,-55.0
2022-12-17,-10.0
2022-12-19,10.0
2022-12-20,0.0
2022-12-20,0.0
2022-12-28,-5.0
2022-12-28,5.0
2022-12-29,-5.0
2023-01-01,10.0
2023-01-02,0.0
2023-01-03,-15.0
2023-01-03,0.0
2023-01-04,5.0
2023-01-04,5.0
2023-01-07,5.0
2023-01-08,-10.0
2023-01-08,0.0
2023-01-08,-5.0
2023-01-10,5.0
2023-01-10,-5.0
2023-01-11,15.0
2023-01-12,-15.0
2023-01-12,0.0
2023-01-12,0.0
2023-01-13,5.0
2023-01-13,0.0
2023-01-14,-5.0
2023-01-20,5.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-27,-5.0
2023-01-28,0.0
2023-01-29,5.0
2023-01-31,-30.0
2023-01-31,0.0
2023-01-31,0.0
2023-02-01,40.0
2023-02-02,-10.0
2023-02-03,-5.0
2023-02-03,0.0
2023-02-13,0.0
2023-02-14,-25.0
2023-02-14,25.0
2023-02-14,15.0
2023-02-15,0.0
2023-02-16,-10.0
2023-02-17,-20.0
2023-02-17,0.0
2023-02-18,-10.0
2023-02-20,-10.0
2023-02-21,10.0
2023-02-23,-10.0
2023-02-23,0.0
2023-02-23,40.0
2023-02-24,-40.0
2023-02-25,0.0
2023-02-25,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-01,10.0
