Date,selling price
2022-01-01,0.0
2022-01-01,10.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-04,0.0
2022-01-04,0.0
2022-01-06,30.0
2022-01-06,0.0
2022-01-07,-30.0
2022-01-08,-10.0
2022-01-08,0.0
2022-01-08,0.0
2022-01-08,40.0
2022-01-08,0.0
2022-01-08,0.0
2022-01-08,0.0
2022-01-08,0.0
2022-01-09,-30.0
2022-01-09,0.0
2022-01-09,-10.0
2022-01-09,10.0
2022-01-11,-10.0
2022-01-11,0.0
2022-01-12,10.0
2022-01-13,-10.0
2022-01-13,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,10.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-20,-10.0
2022-01-20,10.0
2022-01-20,-10.0
2022-01-20,10.0
2022-01-20,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,20.0
2022-01-22,0.0
2022-01-22,0.0
2022-01-22,-20.0
2022-01-24,20.0
2022-01-25,-10.0
2022-01-25,0.0
2022-01-26,-10.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-26,0.0
2022-01-30,0.0
2022-01-30,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-01-31,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-01,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-09,0.0
2022-02-09,-10.0
2022-02-09,0.0
2022-02-10,10.0
2022-02-11,20.0
2022-02-14,-30.0
2022-02-14,0.0
2022-02-14,10.0
2022-02-14,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,20.0
2022-02-17,-30.0
2022-02-17,0.0
2022-02-17,10.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-18,0.0
2022-02-18,-10.0
2022-02-18,0.0
2022-02-18,0.0
2022-02-18,10.0
2022-02-19,-10.0
2022-02-19,0.0
2022-02-19,10.0
2022-02-19,-10.0
2022-02-19,0.0
2022-02-19,10.0
2022-02-19,0.0
2022-02-21,20.0
2022-02-21,0.0
2022-02-21,-20.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-22,0.0
2022-02-23,20.0
2022-02-23,0.0
2022-02-24,-30.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-24,0.0
2022-02-25,10.0
2022-02-25,10.0
2022-02-25,0.0
2022-02-25,0.0
2022-02-26,-20.0
2022-02-26,0.0
2022-02-27,30.0
2022-02-27,0.0
2022-02-28,-20.0
2022-03-01,10.0
2022-03-01,0.0
2022-03-05,10.0
2022-03-05,0.0
2022-03-05,0.0
2022-03-05,0.0
2022-03-05,-20.0
2022-03-05,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-09,-10.0
2022-03-09,0.0
2022-03-09,0.0
2022-03-10,10.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,20.0
2022-03-12,0.0
2022-03-12,0.0
2022-03-14,-20.0
2022-03-14,0.0
2022-03-14,0.0
2022-03-16,0.0
2022-03-16,0.0
2022-03-16,0.0
2022-03-16,0.0
2022-03-16,0.0
2022-03-16,0.0
2022-03-17,30.0
2022-03-17,0.0
2022-03-18,-10.0
2022-03-18,0.0
2022-03-18,0.0
2022-03-18,-30.0
2022-03-18,0.0
2022-03-18,30.0
2022-03-20,0.0
2022-03-20,70.0
2022-03-20,0.0
2022-03-21,-70.0
2022-03-22,-20.0
2022-03-22,0.0
2022-03-22,30.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,0.0
2022-03-22,-30.0
2022-03-22,130.0
2022-03-22,-140.0
