Date,selling price
2022-01-03,0.0
2022-01-03,-50.0
2022-01-03,100.0
2022-01-03,-150.0
2022-01-04,650.0
2022-01-05,-500.0
2022-01-07,-70.0
2022-01-08,-180.0
2022-01-09,50.0
2022-01-09,750.0
2022-01-09,-620.0
2022-01-09,70.0
2022-01-09,-100.0
2022-01-10,0.0
2022-01-10,-100.0
2022-01-10,200.0
2022-01-10,30.0
2022-01-11,520.0
2022-01-11,0.0
2022-01-12,-620.0
2022-01-12,0.0
2022-01-14,620.0
2022-01-14,-600.0
2022-01-14,-20.0
2022-01-14,-30.0
2022-01-15,-250.0
2022-01-15,300.0
2022-01-15,-100.0
2022-01-15,700.0
2022-01-15,0.0
2022-01-15,0.0
2022-01-15,-620.0
2022-01-15,620.0
2022-01-18,-350.0
2022-01-18,330.0
2022-01-19,-630.0
2022-01-19,-50.0
2022-01-20,-50.0
2022-01-20,100.0
2022-01-20,130.0
2022-01-20,-30.0
2022-01-21,550.0
2022-01-22,0.0
2022-01-22,-520.0
2022-01-22,-130.0
2022-01-23,30.0
2022-01-24,770.0
2022-01-24,0.0
2022-01-24,-750.0
2022-01-24,700.0
2022-01-24,-650.0
2022-01-25,550.0
2022-01-26,-750.0
2022-01-26,0.0
2022-01-26,100.0
2022-01-26,0.0
2022-01-26,-100.0
2022-01-26,650.0
2022-01-27,100.0
2022-01-29,-650.0
2022-01-31,30.0
2022-01-31,70.0
2022-01-31,550.0
2022-01-31,150.0
2022-02-01,-870.0
2022-02-02,770.0
2022-02-03,0.0
2022-02-05,-650.0
2022-02-05,700.0
2022-02-05,-700.0
2022-02-05,-50.0
2022-02-08,300.0
2022-02-08,300.0
2022-02-08,-300.0
2022-02-08,300.0
2022-02-09,-800.0
2022-02-09,100.0
2022-02-09,150.0
2022-02-09,700.0
2022-02-09,-100.0
2022-02-10,0.0
2022-02-10,-600.0
2022-02-10,300.0
2022-02-10,-450.0
2022-02-10,200.0
2022-02-11,650.0
2022-02-13,250.0
2022-02-13,-300.0
2022-02-14,-800.0
2022-02-14,100.0
2022-02-14,650.0
2022-02-14,0.0
2022-02-15,-700.0
2022-02-16,0.0
2022-02-17,480.0
2022-02-17,-430.0
2022-02-17,-70.0
2022-02-17,100.0
2022-02-18,620.0
2022-02-18,-750.0
2022-02-18,750.0
2022-02-18,350.0
2022-02-19,-950.0
2022-02-19,950.0
2022-02-19,-1100.0
2022-02-19,200.0
2022-02-19,0.0
2022-02-20,300.0
2022-02-21,250.0
2022-02-21,-550.0
2022-02-22,-200.0
2022-02-22,800.0
2022-02-22,-50.0
2022-02-22,350.0
2022-02-22,-300.0
2022-02-23,-750.0
2022-02-24,1000.0
2022-02-24,-900.0
2022-02-24,-150.0
2022-02-24,0.0
2022-02-24,50.0
2022-02-25,50.0
2022-02-25,400.0
2022-02-25,-500.0
2022-02-26,0.0
2022-02-27,800.0
2022-02-27,-700.0
2022-02-27,-70.0
2022-02-27,770.0
2022-02-27,0.0
2022-02-27,-770.0
2022-02-28,670.0
2022-02-28,300.0
2022-02-28,-950.0
2022-03-01,450.0
2022-03-01,500.0
2022-03-01,0.0
2022-03-01,-300.0
2022-03-01,-300.0
2022-03-01,-370.0
2022-03-02,470.0
2022-03-05,600.0
2022-03-05,0.0
2022-03-05,-300.0
2022-03-05,-800.0
2022-03-05,800.0
2022-03-05,0.0
2022-03-05,-370.0
2022-03-06,370.0
2022-03-07,-600.0
2022-03-07,-100.0
2022-03-08,550.0
2022-03-08,450.0
